Id,WnvPresent
1,0.001669815152774557
2,0.001669815152774557
3,0.0010347797560947482
4,0.0010347797560947482
5,0.0010347797560947482
6,0.0010347797560947482
7,0.001669815152774557
8,0.0010347797560947482
9,0.00017148187261507774
10,0.00017148187261507774
11,0.00014622316167184156
12,0.00014622316167184156
13,0.00014622316167184156
14,0.00014622316167184156
15,0.00017148187261507774
16,0.00014622316167184156
17,0.0010986698520611532
18,0.0010986698520611532
19,0.0006566280484846933
20,0.0006566280484846933
21,0.0006566280484846933
22,0.0006566280484846933
23,0.0010986698520611532
24,0.0006566280484846933
113,0.000354973767551701
114,0.000354973767551701
115,0.00028407564601275057
116,0.00028407564601275057
117,0.00028407564601275057
118,0.00028407564601275057
119,0.000354973767551701
120,0.00028407564601275057
145,0.000591422052015154
146,0.000591422052015154
147,0.0005215676135729485
148,0.0005215676135729485
149,0.0005215676135729485
150,0.0005215676135729485
151,0.000591422052015154
152,0.0005215676135729485
153,0.0032140670291246325
154,0.0032140670291246325
155,0.0018973183087733086
156,0.0018973183087733086
157,0.0018973183087733086
158,0.0018973183087733086
159,0.0032140670291246325
160,0.0018973183087733086
161,0.0002901518533393227
162,0.0002901518533393227
163,0.00015600337927186914
164,0.00015600337927186914
165,0.00015600337927186914
166,0.00015600337927186914
167,0.0002901518533393227
168,0.00015600337927186914
177,0.000332843808414437
178,0.000332843808414437
179,0.0002575342528719426
180,0.0002575342528719426
181,0.0002575342528719426
182,0.0002575342528719426
183,0.000332843808414437
184,0.0002575342528719426
249,0.0007895255405501677
250,0.0007895255405501677
251,0.0006109498934855792
252,0.0006109498934855792
253,0.0006109498934855792
254,0.0006109498934855792
255,0.0007895255405501677
256,0.0006109498934855792
361,0.0017894857221449842
362,0.0017894857221449842
363,0.001385051625617
364,0.001385051625617
365,0.001385051625617
366,0.001385051625617
367,0.0017894857221449842
368,0.001385051625617
369,0.0006983299346479133
370,0.0006983299346479133
371,0.0005755771233013748
372,0.0005755771233013748
373,0.0005755771233013748
374,0.0005755771233013748
375,0.0006983299346479133
376,0.0005755771233013748
377,0.0003206802632852367
378,0.0003206802632852367
379,0.00026377926216579294
380,0.00026377926216579294
381,0.00026377926216579294
382,0.00026377926216579294
